orthographe	phonetique
ressource	R@suRs
ressources	R@suRs
ressurgi	R@syRZi
ressurgie	R@syRZi
ressurgies	R@syRZi
ressurgir	R@syRZiR
ressurgira	R@syRZiRa
ressurgirai	R@syRZiRe
ressurgiraient	R@syRZiRE
ressurgirais	R@syRZiRE
ressurgirait	R@syRZiRE
ressurgiras	R@syRZiRa
ressurgirent	R@syRZiR
ressurgirez	R@syRZiRe
ressurgiriez	R@syRZiRje
ressurgirions	R@syRZiRjC
ressurgirons	R@syRZiRC
ressurgiront	R@syRZiRC
ressurgis	R@syRZi
ressurgissaient	R@syRZisE
ressurgissais	R@syRZisE
ressurgissait	R@syRZisE
ressurgissant	R@syRZisA
ressurgisse	R@syRZis
ressurgissent	R@syRZis
ressurgisses	R@syRZis
ressurgissez	R@syRZise
ressurgissiez	R@syRZisje
ressurgissions	R@syRZisjC
ressurgissons	R@syRZisC
ressurgit	R@syRZi
ressurgîmes	R@syRZim
ressurgît	R@syRZi
ressurgîtes	R@syRZit
ressuscita	Resysita
ressuscitai	Resysite
ressuscitaient	ResysitE
ressuscitais	ResysitE
ressuscitait	ResysitE
ressuscitant	ResysitA
ressuscitas	Resysita
ressuscitasse	Resysitas
ressuscitassent	Resysitas
ressuscitasses	Resysitas
ressuscitassiez	Resysitasje
ressuscitassions	ResysitasjC
ressuscite	Resysit
ressuscitent	Resysit
ressusciter	Resysite
ressuscitera	Resysit@Ra
ressusciterai	Resysit@Re
ressusciteraient	Resysit@RE
ressusciterais	Resysit@RE
ressusciterait	Resysit@RE
ressusciteras	Resysit@Ra
ressusciterez	Resysit@Re
ressusciteriez	Resysit@Rje
ressusciterions	Resysit@RjC
ressusciterons	Resysit@RC
ressusciteront	Resysit@RC
ressuscites	Resysit
ressuscitez	Resysite
ressuscitiez	Resysitje
ressuscitions	ResysitjC
ressuscitons	ResysitC
ressuscitâmes	Resysitam
ressuscitât	Resysita
ressuscitâtes	Resysitat
ressuscitèrent	ResysitER
ressuscité	Resysite
ressuscitée	Resysite
ressuscitées	Resysite
ressuscités	Resysite
resta	REsta
restai	REste
restaient	REstE
restais	REstE
restait	REstE
restant	REstA
restante	REstAt
restantes	REstAt
restants	REstA
restas	REsta
restasse	REstas
restassent	REstas
restasses	REstas
restassiez	REstasje
restassions	REstasjC
restaura	REstORa
restaurai	REstORe
restauraient	REstORE
restaurais	REstORE
restaurait	REstORE
restaurant	REstORA
restaurants	REstORA
restauras	REstORa
restaurasse	REstORas
restaurassent	REstORas
restaurasses	REstORas
restaurassiez	REstORasje
restaurassions	REstORasjC
restaurateur	REstORat9R
restaurateurs	REstORat9R
restauration	REstORasjC
restaurations	REstORasjC
restauratrice	REstORatRis
restauratrices	REstORatRis
restaure	REstOR
restaurent	REstOR
restaurer	REstORe
restaurera	REstOR@Ra
restaurerai	REstOR@Re
restaureraient	REstOR@RE
restaurerais	REstOR@RE
restaurerait	REstOR@RE
restaureras	REstOR@Ra
restaurerez	REstOR@Re
restaureriez	REstOR@Rje
restaurerions	REstOR@RjC
restaurerons	REstOR@RC
restaureront	REstOR@RC
restaures	REstOR
restaurez	REstORe
restauriez	REstORje
restaurions	REstORjC
restaurons	REstORC
restaurâmes	REstORam
restaurât	REstORa
restaurâtes	REstORat
restaurèrent	REstORER
restauré	REstORe
restaurée	REstORe
restaurées	REstORe
restaurés	REstORe
reste	REst
restent	REst
rester	REste
restera	REst@Ra
resterai	REst@Re
resteraient	REst@RE
resterais	REst@RE
resterait	REst@RE
resteras	REst@Ra
resterez	REst@Re
resteriez	REst@Rje
resterions	REst@RjC
resterons	REst@RC
resteront	REst@RC
restes	REst
restez	REste
restiez	REstje
restions	REstjC
restitua	REstitHa
restituai	REstitHe
restituaient	REstitHE
restituais	REstitHE
restituait	REstitHE
restituant	REstitHA
restituas	REstitHa
restituasse	REstitHas
restituassent	REstitHas
restituasses	REstitHas
restituassiez	REstitHasje
restituassions	REstitHasjC
restitue	REstity
restituent	REstity
restituer	REstitHe
restituera	REstityRa
restituerai	REstityRe
restitueraient	REstityRE
restituerais	REstityRE
restituerait	REstityRE
restitueras	REstityRa
restituerez	REstityRe
restitueriez	REstityRje
restituerions	REstityRjC
restituerons	REstityRC
restitueront	REstityRC
restitues	REstity
restituez	REstitHe
restituiez	REstityje
restituions	REstityjC
restituons	REstitHC
restitution	REstitysjC
restitutions	REstitysjC
restituâmes	REstitHam
restituât	REstitHa
restituâtes	REstitHat
restituèrent	REstitHER
restitué	REstitHe
restituée	REstitHe
restituées	REstitHe
restitués	REstitHe
resto	REstO
restons	REstC
restoroute	REstoRut
restoroutes	REstoRut
restos	REstO
restreignaient	REstREnjE
restreignais	REstREnjE
restreignait	REstREnjE
restreignant	REstREnjA
restreigne	REstREnj
restreignent	REstREnj
restreignes	REstREnj
restreignez	REstREnje
restreigniez	REstREnjje
restreignions	REstREnjjC
restreignirent	REstREnjiR
restreignis	REstREnji
restreignisse	REstREnjis
restreignissent	REstREnjis
restreignisses	REstREnjis
restreignissiez	REstREnjisje
restreignissions	REstREnjisjC
restreignit	REstREnji
restreignons	REstREnjC
restreignîmes	REstREnjim
restreignît	REstREnji
restreignîtes	REstREnjit
restreindra	REstRe~dRa
restreindrai	REstRe~dRe
restreindraient	REstRe~dRE
restreindrais	REstRe~dRE
restreindrait	REstRe~dRE
restreindras	REstRe~dRa
restreindre	REstRe~dR
restreindrez	REstRe~dRe
restreindriez	REstRe~dRije
restreindrions	REstRe~dRijC
restreindrons	REstRe~dRC
restreindront	REstRe~dRC
restreins	REstRe~
restreint	REstRe~
restreinte	REstRe~t
restreintes	REstRe~t
restreints	REstRe~
restrictif	REstRiktif
restrictifs	REstRiktif
restriction	REstRiksjC
restrictions	REstRiksjC
restrictive	REstRiktiv
restrictives	REstRiktiv
restructura	R@stRyktyRa
restructurai	R@stRyktyRe
restructuraient	R@stRyktyRE
restructurais	R@stRyktyRE
restructurait	R@stRyktyRE
restructurant	R@stRyktyRA
restructuras	R@stRyktyRa
restructurasse	R@stRyktyRas
restructurassent	R@stRyktyRas
restructurasses	R@stRyktyRas
restructurassiez	R@stRyktyRasje
restructurassions	R@stRyktyRasjC
restructuration	R@stRyktyRasjC
restructurations	R@stRyktyRasjC
restructure	R@stRyktyR
restructurent	R@stRyktyR
restructurer	R@stRyktyRe
restructurera	R@stRyktyR@Ra
restructurerai	R@stRyktyR@Re
restructureraient	R@stRyktyR@RE
restructurerais	R@stRyktyR@RE
restructurerait	R@stRyktyR@RE
restructureras	R@stRyktyR@Ra
restructurerez	R@stRyktyR@Re
restructureriez	R@stRyktyR@Rje
restructurerions	R@stRyktyR@RjC
restructurerons	R@stRyktyR@RC
restructureront	R@stRyktyR@RC
restructures	R@stRyktyR
restructurez	R@stRyktyRe
restructuriez	R@stRyktyRje
restructurions	R@stRyktyRjC
restructurons	R@stRyktyRC
restructurâmes	R@stRyktyRam
restructurât	R@stRyktyRa
restructurâtes	R@stRyktyRat
restructurèrent	R@stRyktyRER
restructuré	R@stRyktyRe
restructurée	R@stRyktyRe
restructurées	R@stRyktyRe
restructurés	R@stRyktyRe
restâmes	REstam
restât	REsta
restâtes	REstat
restèrent	REstER
resté	REste
restée	REste
restées	REste
restés	REste
resurgi	R@syRZi
resurgie	R@syRZi
resurgies	R@syRZi
resurgir	R@syRZiR
resurgira	R@syRZiRa
resurgirai	R@syRZiRe
resurgiraient	R@syRZiRE
resurgirais	R@syRZiRE
resurgirait	R@syRZiRE
resurgiras	R@syRZiRa
resurgirent	R@syRZiR
resurgirez	R@syRZiRe
resurgiriez	R@syRZiRje
resurgirions	R@syRZiRjC
resurgirons	R@syRZiRC
resurgiront	R@syRZiRC
resurgis	R@syRZi
resurgissaient	R@syRZisE
resurgissais	R@syRZisE
resurgissait	R@syRZisE
resurgissant	R@syRZisA
resurgisse	R@syRZis
resurgissent	R@syRZis
resurgisses	R@syRZis
resurgissez	R@syRZise
resurgissiez	R@syRZisje
resurgissions	R@syRZisjC
resurgissons	R@syRZisC
resurgit	R@syRZi
resurgîmes	R@syRZim
resurgît	R@syRZi
resurgîtes	R@syRZit
retapa	R@tapa
retapai	R@tape
retapaient	R@tapE
retapais	R@tapE
retapait	R@tapE
retapant	R@tapA
retapas	R@tapa
retapasse	R@tapas
retapassent	R@tapas
retapasses	R@tapas
retapassiez	R@tapasje
retapassions	R@tapasjC
retape	R@tap
retapent	R@tap
retaper	R@tape
retapera	R@tap@Ra
retaperai	R@tap@Re
retaperaient	R@tap@RE
retaperais	R@tap@RE
retaperait	R@tap@RE
retaperas	R@tap@Ra
retaperez	R@tap@Re
retaperiez	R@tap@Rje
retaperions	R@tap@RjC
retaperons	R@tap@RC
retaperont	R@tap@RC
retapes	R@tap
retapez	R@tape
retapiez	R@tapje
retapions	R@tapjC
retapons	R@tapC
retapâmes	R@tapam
retapât	R@tapa
retapâtes	R@tapat
retapèrent	R@tapER
retapé	R@tape
retapée	R@tape
retapées	R@tape
retapés	R@tape
retard	R@taR
retarda	R@taRda
retardai	R@taRde
retardaient	R@taRdE
retardais	R@taRdE
retardait	R@taRdE
retardant	R@taRdA
retardas	R@taRda
retardasse	R@taRdas
retardassent	R@taRdas
retardasses	R@taRdas
retardassiez	R@taRdasje
retardassions	R@taRdasjC
retardataire	R@taRdatER
retardataires	R@taRdatER
retarde	R@taRd
retardement	R@taRd@mA
retardements	R@taRd@mA
retardent	R@taRd
retarder	R@taRde
retardera	R@taRd@Ra
retarderai	R@taRd@Re
retarderaient	R@taRd@RE
retarderais	R@taRd@RE
retarderait	R@taRd@RE
retarderas	R@taRd@Ra
retarderez	R@taRd@Re
retarderiez	R@taRd@Rje
retarderions	R@taRd@RjC
retarderons	R@taRd@RC
retarderont	R@taRd@RC
retardes	R@taRd
retardez	R@taRde
retardiez	R@taRdje
retardions	R@taRdjC
retardons	R@taRdC
retards	R@taR
retardâmes	R@taRdam
retardât	R@taRda
retardâtes	R@taRdat
retardèrent	R@taRdER
retardé	R@taRde
retardée	R@taRde
retardées	R@taRde
retardés	R@taRde
retenaient	R@t@nE
retenais	R@t@nE
retenait	R@t@nE
retenant	R@t@nA
retenez	R@t@ne
reteniez	R@t@nje
retenions	R@t@njC
retenir	R@t@niR
retenons	R@t@nC
retenti	R@tAti
retentie	R@tAti
retenties	R@tAti
retentir	R@tAtiR
retentira	R@tAtiRa
retentirai	R@tAtiRe
retentiraient	R@tAtiRE
retentirais	R@tAtiRE
retentirait	R@tAtiRE
retentiras	R@tAtiRa
retentirent	R@tAtiR
retentirez	R@tAtiRe
retentiriez	R@tAtiRje
retentirions	R@tAtiRjC
retentirons	R@tAtiRC
retentiront	R@tAtiRC
retentis	R@tAti
retentissaient	R@tAtisE
retentissais	R@tAtisE
retentissait	R@tAtisE
retentissant	R@tAtisA
retentissante	R@tAtisAt
retentissantes	R@tAtisAt
retentissants	R@tAtisA
retentisse	R@tAtis
retentissement	R@tAtis@mA
retentissements	R@tAtis@mA
retentissent	R@tAtis
retentisses	R@tAtis
retentissez	R@tAtise
retentissiez	R@tAtisje
retentissions	R@tAtisjC
retentissons	R@tAtisC
retentit	R@tAti
retentîmes	R@tAtim
retentît	R@tAti
retentîtes	R@tAtit
retenu	R@t@ny
retenue	R@t@ny
retenues	R@t@ny
retenus	R@t@ny
retiendra	R@tje~dRa
retiendrai	R@tje~dRE
retiendraient	R@tje~dRE
retiendrais	R@tje~dRE
retiendrait	R@tje~dRE
retiendras	R@tje~dRa
retiendrez	R@tje~dRe
retiendriez	R@tje~dRije
retiendrions	R@tje~dRijC
retiendrons	R@tje~dRC
retiendront	R@tje~dRC
retienne	R@tjEn
retiennent	R@tjEn
retiennes	R@tjEn
retiens	R@tje~
retient	R@tje~
retinmes	R@te~m
retinrent	R@te~R
retins	R@te~
retinsse	R@te~s
retinssent	R@te~s
retinsses	R@te~s
retinssiez	R@te~sje
retinssions	R@te~sjC
retint	R@te~
retintes	R@te~t
retira	R@tiRa
retirai	R@tiRe
retiraient	R@tiRE
retirais	R@tiRE
retirait	R@tiRE
retirant	R@tiRA
retiras	R@tiRa
retirasse	R@tiRas
retirassent	R@tiRas
retirasses	R@tiRas
retirassiez	R@tiRasje
retirassions	R@tiRasjC
retire	R@tiR
retirent	R@tiR
retirer	R@tiRe
retirera	R@tiR@Ra
retirerai	R@tiR@Re
retireraient	R@tiR@RE
retirerais	R@tiR@RE
retirerait	R@tiR@RE
retireras	R@tiR@Ra
retirerez	R@tiR@Re
retireriez	R@tiR@Rje
retirerions	R@tiR@RjC
retirerons	R@tiR@RC
retireront	R@tiR@RC
retires	R@tiR
retirez	R@tiRe
retiriez	R@tiRje
retirions	R@tiRjC
retirons	R@tiRC
retirâmes	R@tiRam
retirât	R@tiRa
retirâtes	R@tiRat
retirèrent	R@tiRER
retiré	R@tiRe
retirée	R@tiRe
retirées	R@tiRe
retirés	R@tiRe
retomba	R@tCba
retombai	R@tCbe
retombaient	R@tCbE
retombais	R@tCbE
retombait	R@tCbE
retombant	R@tCbA
retombas	R@tCba
retombasse	R@tCbas
retombassent	R@tCbas
retombasses	R@tCbas
retombassiez	R@tCbasje
retombassions	R@tCbasjC
retombe	R@tCb
retombent	R@tCb
retomber	R@tCbe
retombera	R@tCb@Ra
retomberai	R@tCb@Re
retomberaient	R@tCb@RE
retomberais	R@tCb@RE
retomberait	R@tCb@RE
retomberas	R@tCb@Ra
retomberez	R@tCb@Re
retomberiez	R@tCb@Rje
retomberions	R@tCb@RjC
retomberons	R@tCb@RC
retomberont	R@tCb@RC
retombes	R@tCb
retombez	R@tCbe
retombiez	R@tCbje
retombions	R@tCbjC
retombons	R@tCbC
retombâmes	R@tCbam
retombât	R@tCba
retombâtes	R@tCbat
retombèrent	R@tCbER
retombé	R@tCbe
retombée	R@tCbe
retombées	R@tCbe
retombés	R@tCbe
retors	R@tOR
retorse	R@tORs
retorses	R@tORs
retoucha	R@tuSa
retouchai	R@tuSe
retouchaient	R@tuSE
retouchais	R@tuSE
retouchait	R@tuSE
retouchant	R@tuSA
retouchas	R@tuSa
retouchasse	R@tuSas
retouchassent	R@tuSas
retouchasses	R@tuSas
retouchassiez	R@tuSasje
retouchassions	R@tuSasjC
retouche	R@tuS
retouchent	R@tuS
retoucher	R@tuSe
retouchera	R@tuS@Ra
retoucherai	R@tuS@Re
retoucheraient	R@tuS@RE
retoucherais	R@tuS@RE
retoucherait	R@tuS@RE
retoucheras	R@tuS@Ra
retoucherez	R@tuS@Re
retoucheriez	R@tuS@Rje
retoucherions	R@tuS@RjC
retoucherons	R@tuS@RC
retoucheront	R@tuS@RC
retouches	R@tuS
retouchez	R@tuSe
retouchiez	R@tuSje
retouchions	R@tuSjC
retouchons	R@tuSC
retouchâmes	R@tuSam
retouchât	R@tuSa
retouchâtes	R@tuSat
retouchèrent	R@tuSER
retouché	R@tuSe
retouchée	R@tuSe
retouchées	R@tuSe
retouchés	R@tuSe
retour	R@tuR
retourna	R@tuRna
retournai	R@tuRne
retournaient	R@tuRnE
retournais	R@tuRnE
retournait	R@tuRnE
retournant	R@tuRnA
retournas	R@tuRna
retournasse	R@tuRnas
retournassent	R@tuRnas
retournasses	R@tuRnas
retournassiez	R@tuRnasje
retournassions	R@tuRnasjC
retourne	R@tuRn
retournement	R@tuRn@mA
retournements	R@tuRn@mA
retournent	R@tuRn
retourner	R@tuRne
retournera	R@tuRn@Ra
retournerai	R@tuRn@Re
retourneraient	R@tuRn@RE
retournerais	R@tuRn@RE
retournerait	R@tuRn@RE
retourneras	R@tuRn@Ra
retournerez	R@tuRn@Re
retourneriez	R@tuRn@Rje
retournerions	R@tuRn@RjC
retournerons	R@tuRn@RC
retourneront	R@tuRn@RC
retournes	R@tuRn
retournez	R@tuRne
retourniez	R@tuRnje
retournions	R@tuRnjC
retournons	R@tuRnC
retournâmes	R@tuRnam
retournât	R@tuRna
retournâtes	R@tuRnat
retournèrent	R@tuRnER
retourné	R@tuRne
retournée	R@tuRne
retournées	R@tuRne
retournés	R@tuRne
retours	R@tuR
retrace	R@tRas
retracent	R@tRas
retracer	R@tRase
retracera	R@tRas@Ra
retracerai	R@tRas@Re
retraceraient	R@tRas@RE
retracerais	R@tRas@RE
retracerait	R@tRas@RE
retraceras	R@tRas@Ra
retracerez	R@tRas@Re
retraceriez	R@tRas@Rje
retracerions	R@tRas@RjC
retracerons	R@tRas@RC
retraceront	R@tRas@RC
retraces	R@tRas
retracez	R@tRase
retraciez	R@tRasje
retracions	R@tRasjC
retracèrent	R@tRasER
retracé	R@tRase
retracée	R@tRase
retracées	R@tRase
retracés	R@tRase
retraduira	R@tRadHiRa
retraduirai	R@tRadHiRe
retraduiraient	R@tRadHiRE
retraduirais	R@tRadHiRE
retraduirait	R@tRadHiRE
retraduiras	R@tRadHiRa
retraduire	R@tRadHiR
retraduirez	R@tRadHiRe
retraduiriez	R@tRadHiRje
retraduirions	R@tRadHiRjC
retraduirons	R@tRadHiRC
retraduiront	R@tRadHiRC
retraduis	R@tRadHi
retraduisaient	R@tRadHizE
retraduisais	R@tRadHizE
retraduisait	R@tRadHizE
retraduisant	R@tRadHizA
retraduise	R@tRadHiz
retraduisent	R@tRadHiz
retraduises	R@tRadHiz
retraduisez	R@tRadHize
retraduisiez	R@tRadHizje
retraduisions	R@tRadHizjC
retraduisirent	R@tRadHiziR
retraduisis	R@tRadHizi
retraduisisse	R@tRadHizis
retraduisissent	R@tRadHizis
retraduisisses	R@tRadHizis
retraduisissiez	R@tRadHizisje
retraduisissions	R@tRadHizisjC
retraduisit	R@tRadHizi
retraduisons	R@tRadHizC
retraduisîmes	R@tRadHizim
retraduisît	R@tRadHizi
retraduisîtes	R@tRadHizit
retraduit	R@tRadHi
retraduite	R@tRadHit
retraduites	R@tRadHit
retraduits	R@tRadHi
retrait	R@tRE
retraite	R@tREt
retraites	R@tREt
retraits	R@tRE
retraité	R@tRete
retraitée	R@tRete
retraitées	R@tRete
retraités	R@tRete
retrancha	R@tRASa
retranchai	R@tRASe
retranchaient	R@tRASE
retranchais	R@tRASE
retranchait	R@tRASE
retranchant	R@tRASA
retranchas	R@tRASa
retranchasse	R@tRASas
retranchassent	R@tRASas
retranchasses	R@tRASas
retranchassiez	R@tRASasje
retranchassions	R@tRASasjC
retranche	R@tRAS
retranchement	R@tRAS@mA
retranchements	R@tRAS@mA
retranchent	R@tRAS
retrancher	R@tRASe
retranchera	R@tRAS@Ra
retrancherai	R@tRAS@Re
retrancheraient	R@tRAS@RE
retrancherais	R@tRAS@RE
retrancherait	R@tRAS@RE
retrancheras	R@tRAS@Ra
retrancherez	R@tRAS@Re
retrancheriez	R@tRAS@Rje
retrancherions	R@tRAS@RjC
retrancherons	R@tRAS@RC
retrancheront	R@tRAS@RC
retranches	R@tRAS
retranchez	R@tRASe
retranchiez	R@tRASje
retranchions	R@tRASjC
retranchons	R@tRASC
retranchâmes	R@tRASam
retranchât	R@tRASa
retranchâtes	R@tRASat
retranchèrent	R@tRASER
retranché	R@tRASe
retranchée	R@tRASe
retranchées	R@tRASe
retranchés	R@tRASe
retranscription	R@tRAskRipsjC
retranscriptions	R@tRAskRipsjC
retransmet	R@tRAsmE
retransmets	R@tRAsmE
retransmettaient	R@tRAsmEtE
retransmettais	R@tRAsmEtE
retransmettait	R@tRAsmEtE
retransmettant	R@tRAsmEtA
retransmette	R@tRAsmEt
retransmettent	R@tRAsmEt
retransmettes	R@tRAsmEt
retransmettez	R@tRAsmEte
retransmettiez	R@tRAsmEtje
retransmettions	R@tRAsmEtjC
retransmettons	R@tRAsmEtC
retransmettra	R@tRAsmEtRa
retransmettrai	R@tRAsmEtRe
retransmettraient	R@tRAsmEtRE
retransmettrais	R@tRAsmEtRE
retransmettrait	R@tRAsmEtRE
retransmettras	R@tRAsmEtRa
retransmettre	R@tRAsmEtR
retransmettrez	R@tRAsmEtRe
retransmettriez	R@tRAsmEtRije
retransmettrions	R@tRAsmEtRijC
retransmettrons	R@tRAsmEtRC
retransmettront	R@tRAsmEtRC
retransmirent	R@tRAsmiR
retransmis	R@tRAsmi
retransmise	R@tRAsmiz
retransmises	R@tRAsmiz
retransmisse	R@tRAsmis
retransmissent	R@tRAsmis
retransmisses	R@tRAsmis
retransmissiez	R@tRAsmisje
retransmission	R@tRAsmisjC
retransmissions	R@tRAsmisjC
retransmit	R@tRAsmi
retransmîmes	R@tRAsmim
retransmît	R@tRAsmi
retransmîtes	R@tRAsmit
retraça	R@tRasa
retraçai	R@tRase
retraçaient	R@tRasE
retraçais	R@tRasE
retraçait	R@tRasE
retraçant	R@tRasA
retraças	R@tRasa
retraçasse	R@tRasas
retraçassent	R@tRasas
retraçasses	R@tRasas
retraçassiez	R@tRasasje
retraçassions	R@tRasasjC
retraçons	R@tRasC
retraçâmes	R@tRasam
retraçât	R@tRasa
retraçâtes	R@tRasat
retroussa	R@tRusa
retroussai	R@tRuse
retroussaient	R@tRusE
retroussais	R@tRusE
retroussait	R@tRusE
retroussant	R@tRusA
retroussas	R@tRusa
retroussasse	R@tRusas
retroussassent	R@tRusas
retroussasses	R@tRusas
retroussassiez	R@tRusasje
retroussassions	R@tRusasjC
retrousse	R@tRus
retroussent	R@tRus
retrousser	R@tRuse
retroussera	R@tRus@Ra
retrousserai	R@tRus@Re
retrousseraient	R@tRus@RE
retrousserais	R@tRus@RE
retrousserait	R@tRus@RE
retrousseras	R@tRus@Ra
retrousserez	R@tRus@Re
retrousseriez	R@tRus@Rje
retrousserions	R@tRus@RjC
retrousserons	R@tRus@RC
retrousseront	R@tRus@RC
retrousses	R@tRus
retroussez	R@tRuse
retroussiez	R@tRusje
retroussions	R@tRusjC
retroussons	R@tRusC
retroussâmes	R@tRusam
retroussât	R@tRusa
retroussâtes	R@tRusat
retroussèrent	R@tRusER
retroussé	R@tRuse
retroussée	R@tRuse
retroussées	R@tRuse
retroussés	R@tRuse
retrouva	R@tRuva
retrouvai	R@tRuve
retrouvaient	R@tRuvE
retrouvailles	R@tRuvaj
retrouvais	R@tRuvE
retrouvait	R@tRuvE
retrouvant	R@tRuvA
retrouvas	R@tRuva
retrouvasse	R@tRuvas
retrouvassent	R@tRuvas
retrouvasses	R@tRuvas
retrouvassiez	R@tRuvasje
retrouvassions	R@tRuvasjC
retrouve	R@tRuv
retrouvent	R@tRuv
retrouver	R@tRuve
retrouvera	R@tRuv@Ra
retrouverai	R@tRuv@Re
retrouveraient	R@tRuv@RE
retrouverais	R@tRuv@RE
retrouverait	R@tRuv@RE
retrouveras	R@tRuv@Ra
retrouverez	R@tRuv@Re
retrouveriez	R@tRuv@Rje
retrouverions	R@tRuv@RjC
retrouverons	R@tRuv@RC
retrouveront	R@tRuv@RC
retrouves	R@tRuv
retrouvez	R@tRuve
retrouviez	R@tRuvje
retrouvions	R@tRuvjC
retrouvons	R@tRuvC
retrouvâmes	R@tRuvam
retrouvât	R@tRuva
retrouvâtes	R@tRuvat
retrouvèrent	R@tRuvER
retrouvé	R@tRuve
retrouvée	R@tRuve
retrouvées	R@tRuve
retrouvés	R@tRuve
revalorisa	R@valORiza
revalorisai	R@valORize
revalorisaient	R@valORizE
revalorisais	R@valORizE
revalorisait	R@valORizE
revalorisant	R@valORizA
revalorisas	R@valORiza
revalorisasse	R@valORizas
revalorisassent	R@valORizas
revalorisasses	R@valORizas
revalorisassiez	R@valORizasje
revalorisassions	R@valORizasjC
revalorisation	R@valORizasjC
revalorisations	R@valORizasjC
revalorise	R@valORiz
revalorisent	R@valORiz
revaloriser	R@valORize
revalorisera	R@valORiz@Ra
revaloriserai	R@valORiz@Re
revaloriseraient	R@valORiz@RE
revaloriserais	R@valORiz@RE
revaloriserait	R@valORiz@RE
revaloriseras	R@valORiz@Ra
revaloriserez	R@valORiz@Re
revaloriseriez	R@valORiz@Rje
revaloriserions	R@valORiz@RjC
revaloriserons	R@valORiz@RC
revaloriseront	R@valORiz@RC
revalorises	R@valORiz
revalorisez	R@valORize
revalorisiez	R@valORizje
revalorisions	R@valORizjC
revalorisons	R@valORizC
revalorisâmes	R@valORizam
revalorisât	R@valORiza
revalorisâtes	R@valORizat
revalorisèrent	R@valORizER
revalorisé	R@valORize
